filename,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,Class
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-14,0.099482052,0.246140507,1512.542799,1704.469694,2925.581484,0.060120179,-174.3452211,126.1788574,-35.98545878,30.38272032,-4.155738469,7.531048921,-0.277592991,4.004908442,-4.981232915,0.526841022,-13.07881622,-2.819707312,-12.17016712,-2.910907838,-7.976862924,-4.140365972,-10.29010715,-4.12733448,-12.07715727,1.914536165,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-15,0.104810849,0.227876251,1715.346647,1699.936461,3154.371767,0.089294983,-170.0440488,116.2938032,-43.62254142,26.25774392,-4.246249871,7.982850364,-2.772617577,2.976873523,-2.70365155,0.936269954,-15.65306645,-7.895637659,-9.974963091,3.578315974,-1.103116594,1.760771253,-9.193046559,-1.34834365,-9.591125639,5.155103109,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-16,0.083893485,0.294053025,1730.775469,1742.634363,3182.694719,0.084904851,-183.7712024,115.0907441,-42.7422264,24.67201014,-2.531369178,11.35361393,-0.753138349,4.367589606,-5.964549575,1.517065731,-11.76793348,-4.301397148,-9.453321824,5.801633422,6.198598608,9.728534432,-5.799008353,-3.28723391,-15.52470933,-0.42969259,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-17,0.088772163,0.272054839,1582.634274,1685.318514,2980.044968,0.067940377,-184.3592135,124.208162,-43.46200739,25.79326243,-6.464335793,5.994445277,-2.505136256,2.147819854,-4.983511188,2.603313263,-11.81609614,-6.743886119,-11.03742456,-1.047089179,-0.293141027,3.288548896,-4.71747542,3.976230585,-7.451918234,3.058072496,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-18,0.114902213,0.316578142,1826.672827,1956.601059,3555.136686,0.080195796,-118.4421061,106.0015127,-38.32015344,23.1629003,-9.29694141,7.964335122,0.065107707,9.115149986,-12.11149175,-0.605855562,-14.98340851,-2.258247292,-12.00594895,0.555341769,-10.42025452,-2.321962976,-9.855039252,-5.55139991,-15.15309563,-2.434510199,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-19,0.043460894,0.492499084,2335.706587,2455.703509,5002.711116,0.098211615,-311.1454163,79.8094717,-18.40405649,10.58847493,0.879285438,6.232079152,-6.481321486,1.255083935,-3.304775954,-0.463248183,-3.93706535,1.101446827,-2.426714492,0.841019442,-3.646666394,-0.222055673,-4.229430757,0.353179041,-3.793188105,-0.009025072,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-20,0.000244779,0.419536394,2852.819546,3223.264031,7280.041339,0.081604554,-718.5999286,73.8834456,36.33470793,25.03789678,10.7696688,15.54029423,4.500464877,11.2502115,2.754122621,8.190749905,1.606615544,9.856627108,1.419251917,4.613704733,-1.513880346,5.570022274,-1.432974606,3.073239077,-1.805528313,2.009853287,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-1,0.022672841,0.259721131,1100.851462,1475.406536,1974.654726,0.047648994,-391.4426412,149.4102498,-10.96430944,7.959095319,-2.964331437,-7.37134885,-4.182449403,-8.301762811,-20.76984866,-4.777604786,-2.625827996,-6.888600135,-11.79759857,-12.19008153,-0.392847505,-2.380410185,-10.8405181,-8.803439097,-6.764524018,0.090020153,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-2,0.036379755,0.283595536,1207.640951,1619.374537,2415.568727,0.045912799,-312.4844824,148.2372023,-14.38757246,27.61066359,-1.191294017,-3.312426098,3.403630836,-1.896894344,-18.01534791,2.148410752,-1.670049671,-5.556436965,-11.05297624,-11.42760261,-2.447365286,-1.735015321,-10.10495362,-9.950668829,-11.76367476,-3.523093288,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-3,0.040523369,0.288615048,1338.497409,1709.942812,2666.783874,0.047044311,-286.0896743,138.5857562,-16.63182632,27.56442942,-0.711938468,-1.965186126,-2.948231518,-1.463904783,-14.60848852,0.572459171,-3.746293735,-5.36703335,-11.27357285,-12.00925175,-4.714959137,-4.157354417,-8.561208554,-8.745622395,-13.86228252,-6.523743218,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-4,0.050214596,0.307589522,1357.831791,1715.299923,2687.000419,0.048104018,-264.7616514,135.4086255,-15.91251639,29.3550937,0.180242826,-1.605066444,-5.742931198,0.256585631,-7.722854908,-0.708507322,-6.187976243,-4.984129916,-9.065022169,-10.49000953,-2.965510785,-6.241877264,-7.857850141,-7.983727348,-14.71247632,-6.858253666,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-5,0.051989119,0.292331559,1375.422583,1704.080407,2704.733645,0.048486479,-259.4262094,135.6537055,-19.14806794,28.6767648,-0.208972724,-1.299315005,-6.453218236,-0.785513095,-4.245338294,-0.952770783,-7.819178168,-4.74111552,-10.73022753,-9.924574267,-2.21451553,-8.726233447,-8.832910834,-6.371324092,-15.01129689,-5.929788212,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-6,0.050275937,0.310501931,1462.148045,1777.071629,2945.665521,0.060064641,-253.3923171,131.946112,-17.20957423,30.80334554,-4.228209895,-0.96537325,-7.036361686,0.911085377,-10.82094486,0.099596079,-4.581384654,-4.662479929,-9.923009189,-11.11193784,-3.655898586,-7.004862413,-8.459719643,-6.634734002,-13.84777959,-5.184627124,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-7,0.050379604,0.298878928,1401.116816,1732.732553,2832.982869,0.064261138,-258.6278794,134.6667375,-16.16136525,28.26016397,-3.268568679,-3.779088702,-4.349246881,-1.496792217,-15.0180783,-0.212232233,-2.659545093,-4.722186363,-9.172181944,-12.27908125,-3.969990818,-7.678902048,-8.501930659,-9.525995817,-13.52421071,-5.662815115,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-8,0.052065998,0.277308797,1350.327305,1724.546152,2747.733385,0.060085049,-267.4870464,134.380029,-13.22583507,30.46535042,-0.183706539,-6.010151251,-3.434512904,0.38747549,-15.91570099,-0.355676332,-0.896169065,-7.8940298,-9.096374043,-12.12796849,-6.524855954,-6.65854148,-10.18715782,-11.04504042,-14.25796372,-7.336382663,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-9,0.028223481,0.336894922,1256.590434,1704.690189,2361.785719,0.045138049,-329.0841248,146.4470067,-6.343145769,19.04143624,2.472072939,0.989007811,-1.692934997,-1.133656478,-13.79846976,-4.221259413,-1.214291422,-2.237544408,-8.836103568,-7.97502246,-2.754740618,-1.788857145,-8.410768805,-4.583244378,-7.647449039,-4.775259268,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-10,0.035134006,0.322406886,1391.950756,1793.758968,2737.366781,0.053586978,-292.6890529,133.7603497,-8.041500784,26.72460414,2.389792518,0.394463128,-5.792183663,1.217332599,-10.44291302,-4.634374044,-2.77438489,-2.725855613,-7.088958722,-9.629192856,-4.607227568,-4.722765252,-9.789095083,-8.047000199,-11.2831943,-5.470148493,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-11,0.040453151,0.284712564,1577.877826,1851.737938,3115.464495,0.080542219,-268.0178578,123.3906565,-15.17432557,32.90910277,0.989160473,-2.312602891,-12.37980295,2.386695884,-12.4646412,-4.98379313,-1.763338627,-6.295321341,-7.802219991,-11.41231583,-7.720256616,-7.580348409,-8.045271288,-4.556169743,-13.38282919,-4.430277793,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-12,0.052427404,0.302463226,1529.200507,1874.796716,3089.747983,0.066175715,-247.2266024,124.7089733,-10.82749085,34.47443267,0.797270032,-0.570613811,-11.13231889,2.912648194,-10.34122836,-2.851912288,-3.135533337,-5.573093412,-6.282666982,-9.64206229,-6.128883756,-7.530069732,-7.726920995,-4.549754157,-14.84180474,-6.906927056,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-13,0.050724071,0.31418631,1505.965563,1860.044489,3033.881655,0.061651177,-245.8212356,128.1671062,-11.85548002,33.08047236,-1.276434684,0.482036017,-9.676704474,2.73552286,-8.890141979,-2.446248217,-4.586929539,-4.785807159,-8.390790988,-8.972377487,-6.281222286,-7.65844242,-8.552588652,-5.235610636,-14.4232433,-3.820176941,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-14,0.05441153,0.319225835,1385.317233,1780.098253,2798.649744,0.049299777,-248.8347037,134.8219713,-14.39699534,30.71432974,-1.882774899,-0.608684935,-5.492149202,-0.497153416,-9.432542766,-2.472251984,-6.144925018,-3.752618711,-12.61692844,-9.999320361,-3.797884843,-7.346086621,-7.727937768,-6.239851246,-16.44580184,-6.280756022,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-15,0.053695112,0.333748269,1340.063426,1771.85851,2707.71696,0.049361002,-259.1759152,136.1063356,-6.589835476,30.75562095,-0.253966409,-2.322358867,-1.84072894,2.272132895,-11.44395919,-1.538230641,-1.775370222,-4.206109439,-10.745798,-8.154700141,-3.173565614,-4.20894952,-7.589878068,-7.169740104,-11.40851266,-4.150258091,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-16,0.045182746,0.319540432,1464.261626,1809.775019,2991.465244,0.055078276,-260.1341581,130.8206118,-16.6144182,32.92733732,-2.647117406,-1.854685271,-4.036482412,-1.878300956,-11.04856764,0.061309822,-6.036313646,-2.842060085,-10.15992015,-10.51105583,-7.397974174,-4.486463634,-5.88870909,-8.156192779,-14.14883276,-5.09155772,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-17,0.045760263,0.309644695,1532.963511,1866.540354,3130.364404,0.056580913,-256.6476999,125.3046112,-15.23402599,32.16700637,-2.646369514,1.071603541,-7.97384022,-3.255324805,-7.906879911,-3.329938272,-7.736362412,-2.877577254,-11.92543046,-9.878315361,-6.661498468,-7.713590242,-7.159070654,-6.555207727,-15.65468821,-5.679334087,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-18,0.054564349,0.321569297,1534.734498,1879.25745,3136.864365,0.064533245,-240.1772586,126.3719069,-11.70316076,35.11322079,-3.745641802,-0.124129731,-6.982628928,2.617973905,-11.63928465,-3.388242011,-1.669334492,-3.894073777,-9.116301185,-7.014208064,-5.55668017,-4.738977519,-7.578721357,-5.35240884,-12.90812851,-4.485598518,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-19,0.050331198,0.300699166,1503.443248,1847.535324,3036.164974,0.067007153,-253.6752405,127.9824901,-13.40603027,32.26025864,-2.896120014,-0.573046843,-8.628547371,0.423226435,-13.67849513,-4.313366749,-1.861672325,-6.386102612,-10.47510932,-10.00267055,-6.400614663,-6.818332419,-8.633335937,-5.346344657,-12.53000128,-3.604682701,madyamavati
Jayalakshmi Sekhar - Adadhu Ashangadhu.mp3-20,0.049967799,0.307842858,1565.834907,1907.958897,3207.963935,0.072819665,-244.6275092,123.5080358,-12.11866007,32.84238746,-3.188494263,0.88274439,-10.08303504,1.206173149,-13.00438246,-4.037156195,-4.046934809,-8.049007929,-8.663504343,-10.08352229,-7.578232592,-7.39931923,-7.577795423,-4.233529609,-12.35592714,-3.699886451,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-1,0.068681203,0.288155074,1831.412507,1845.277702,3503.545557,0.105622592,-227.7294362,96.5043596,-20.41262368,37.93393507,-4.034149991,-4.339575636,-16.71691383,11.51831961,-4.715819955,-4.342638241,-7.132196641,4.973608741,-5.992130903,0.499097595,-0.141586834,-1.859448199,-7.442346499,-2.705231527,-3.506079691,-3.202282092,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-2,0.068681203,0.288155074,1831.412507,1845.277702,3503.545557,0.105622592,-227.7294362,96.5043596,-20.41262368,37.93393507,-4.034149991,-4.339575636,-16.71691383,11.51831961,-4.715819955,-4.342638241,-7.132196641,4.973608741,-5.992130903,0.499097595,-0.141586834,-1.859448199,-7.442346499,-2.705231527,-3.506079691,-3.202282092,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-3,0.090964548,0.33270934,1966.104738,1920.327984,3710.372465,0.113800746,-141.3901064,107.2243106,-31.52686402,48.75510809,-4.065774643,-4.391480931,-17.63417352,11.90305982,-5.749599352,-0.598306269,-9.598379223,4.788432005,-8.315193777,2.62406021,-1.452179487,-3.39546564,-7.961667492,-2.906393485,-3.741170398,-7.274109326,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-4,0.083706252,0.338519973,1980.758968,1918.234655,3706.390297,0.107746281,-149.2855368,107.5662031,-34.03092032,43.69659952,-3.525458412,-4.19184352,-18.05220397,8.404972769,-4.77926184,0.692542255,-8.63540824,4.09252428,-9.072334801,2.029868427,-3.21207431,-4.215445411,-7.950425656,-3.116765171,-2.709932076,-7.780417533,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-5,0.109355472,0.300088155,2053.480062,1948.64618,3905.916564,0.12090089,-126.5933687,102.5146288,-31.52419657,45.09014916,-7.102105908,-5.225017424,-22.3832196,6.423041726,-5.653412323,-1.216572221,-3.372301877,4.197103379,-7.353452545,3.905096372,-3.501685531,-2.699333498,-9.028930477,-2.428859946,-3.145264101,-8.209326576,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-6,0.113652654,0.288968924,2123.995643,1977.416298,3999.153367,0.134784577,-113.4984668,101.5097958,-33.12761066,38.5441366,-10.16500258,-3.827969285,-22.67411352,7.546305556,-7.871084989,-0.08415941,-3.878635328,2.072745952,-6.975317283,-0.33350005,-2.882275558,0.763389389,-6.504005529,0.443491475,1.954684229,-6.240231099,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-7,0.098840185,0.33753992,1992.277024,1902.563107,3729.521284,0.115034826,-129.9962261,107.2242912,-36.08077536,46.075937,-5.472188596,-5.29081048,-19.28547469,9.611270235,-5.128298003,-0.177776988,-7.141304874,3.936938062,-9.3568339,1.434135285,-3.040902763,-4.898417573,-7.476646635,-2.666917023,-2.919995385,-9.382545164,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-8,0.109089404,0.317703165,2019.980264,1944.367881,3849.699172,0.110356022,-127.3160078,104.5733743,-32.16747935,42.0664803,-4.910672739,-3.769244322,-20.38350194,6.246686463,-6.001025721,-0.074902017,-4.396694471,3.194487326,-5.298966233,2.94114618,-4.533327923,-4.322511286,-7.628715062,-4.024947178,-3.883931521,-8.377872906,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-9,0.121173039,0.289786625,2141.997947,2007.410919,4078.624652,0.129327643,-105.9677699,99.24385781,-31.12270009,43.2958455,-9.373843886,-5.41538684,-21.51727321,7.823911085,-9.175694371,1.055375708,-5.155513345,1.903422904,-6.406319993,2.299864729,-2.200049685,0.410742068,-5.499502713,-2.155967904,-0.920234819,-8.003917326,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-10,0.111341931,0.32502892,2080.974602,1953.778816,3894.314199,0.123796019,-111.2739493,103.1401782,-36.61608999,43.13408113,-7.030138546,-5.611919125,-18.22049156,9.130949667,-7.83383789,0.155721767,-8.162810382,4.042511404,-8.376683266,0.145219805,-3.884200089,-3.31477473,-7.747097751,-1.845124149,-1.828746416,-8.729331876,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-11,0.099477865,0.334520276,1935.535741,1905.860383,3700.146652,0.103726322,-133.8141004,108.9690057,-33.36844661,44.41316658,-3.880408877,-4.116288896,-19.12210393,5.787621519,-5.043746438,-1.035532755,-7.327134621,6.36163325,-8.229648407,3.110099996,-1.867827557,-4.29744588,-8.474570945,-4.088469693,-4.385968977,-9.060106221,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-12,0.129322276,0.288518644,2158.293833,1988.842222,4086.195687,0.13127408,-91.43377073,99.40830141,-35.7042486,41.11631123,-10.65819142,-5.32403939,-22.29668784,4.08506452,-9.772749748,-1.37587359,-3.557026374,2.208688291,-6.63816693,1.712295023,-2.42558702,-0.800573388,-8.835372935,-1.750034075,-0.769004033,-8.006894449,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-13,0.121165931,0.322857415,2150.037463,2016.404561,4071.10278,0.129160424,-98.87728574,99.21503733,-32.76275722,41.21414561,-9.282103513,-5.940119526,-19.43403283,7.333631963,-8.217402568,2.136531185,-8.533561134,4.148105007,-7.939718493,0.673056505,-1.477700705,-0.770071073,-6.270449843,-0.667354925,-0.609126293,-7.561016862,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-14,0.095059834,0.365549346,1941.299569,1913.291892,3657.424383,0.105553475,-130.7937935,110.4726276,-33.67194194,42.75461632,-2.007165355,-3.608280597,-18.12095138,8.397729463,-5.103254259,-0.156274912,-9.070789007,4.645846348,-7.986927473,1.072347296,-2.904321194,-2.79964984,-6.782064958,-1.857149396,-1.713409237,-8.122195343,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-15,0.133803949,0.27989837,2134.345426,2004.737489,4146.223178,0.127964246,-101.9639244,97.22983002,-30.54040201,43.8887926,-10.12632765,-4.993691936,-25.70784649,5.894228131,-8.120277577,-0.123449444,-3.983881862,5.212907729,-6.029803722,4.198539541,-1.112176302,-0.402695532,-6.000214547,0.478741393,-1.573351872,-9.610442127,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-16,0.129596651,0.262279278,2163.462258,2003.350919,4073.511746,0.12832767,-95.48311437,98.80051557,-33.98620184,37.89910336,-11.89814394,-4.47663172,-22.77328354,5.34928818,-9.363786048,1.896158782,-7.057698481,1.843754754,-6.92203285,0.217700438,0.881372347,3.25057607,-2.265345408,4.78885491,3.055239289,-7.580959882,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-17,0.134427875,0.282829697,2168.593739,1997.167706,4077.739726,0.13025181,-87.09962348,98.66016948,-35.26100194,39.9441736,-10.28395434,-4.161746452,-21.44506908,5.53160168,-9.779210945,2.532022826,-6.249862304,2.061042891,-6.7680547,-0.78533153,-1.350046399,2.442639302,-3.357956651,3.689506607,1.978985133,-8.224213007,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-18,0.103364184,0.322736511,1979.683657,1916.538876,3726.96483,0.1086894,-124.0672577,107.88189,-35.13965233,42.28989854,-4.517804183,-3.329625421,-19.68765595,7.193282064,-7.022197065,1.623962858,-9.388127553,2.93570205,-6.929669472,0.685637995,-2.252322013,-1.824257778,-3.820516679,1.088387812,-1.017867291,-9.008153413,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-19,0.087216683,0.326662928,1946.152197,1874.46488,3609.367977,0.115743837,-142.6774723,109.8408414,-35.92746917,43.86947658,-4.500569026,-3.895130603,-20.93860207,6.940319726,-5.53311085,0.305812012,-10.26879542,4.013385378,-10.28907969,-0.229682005,-1.862685691,-1.767912581,-3.897291557,1.587186791,-1.49936475,-7.44776403,madyamavati
E Gayathri - Bhagyadalakshmi.mp3-20,0.087049074,0.365313168,1798.637599,1854.612547,3446.443239,0.091431221,-149.4558269,119.9718564,-30.20964259,42.64178578,-3.217457608,-3.028648053,-19.59327532,8.600219132,-5.973990725,1.658295679,-6.942733221,4.099582668,-7.560262517,0.937693055,-2.443368475,-0.39634483,-2.91020733,1.464509381,0.226860548,-7.591009127,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-1,0.09278404,0.241318588,1512.356868,1644.491456,2891.681238,0.058332014,-193.9354223,122.4738825,-42.20376392,24.18278059,-10.57499438,-2.787405986,-5.786216637,0.911502335,-12.76736613,-3.340766393,-16.47692972,-6.782613289,-12.27170479,-6.598686052,-6.810342378,-6.750428812,-7.111113743,-5.615521596,-10.68536009,2.763917595,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-2,0.09278404,0.241318588,1512.356868,1644.491456,2891.681238,0.058332014,-193.9354223,122.4738825,-42.20376392,24.18278059,-10.57499438,-2.787405986,-5.786216637,0.911502335,-12.76736613,-3.340766393,-16.47692972,-6.782613289,-12.27170479,-6.598686052,-6.810342378,-6.750428812,-7.111113743,-5.615521596,-10.68536009,2.763917595,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-3,0.099198192,0.248865736,1557.614774,1689.603754,2995.055163,0.06233504,-173.0795525,125.388173,-40.42736529,27.10466952,-3.344702237,7.288465857,-4.181202082,1.355637095,-7.094685508,-0.531548589,-14.30353712,-9.976887888,-10.9572857,-1.690621811,-4.253238106,-4.107203141,-10.04964703,-4.491153749,-11.44059214,1.906654553,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-4,0.131331861,0.23784175,1724.849148,1761.524774,3290.991211,0.075073242,-135.7525685,115.52626,-42.74547533,28.10251545,-9.277083415,4.462252876,-5.829504522,1.757576128,-8.383430539,1.224895149,-17.64264671,-6.413336249,-12.30655798,-1.698297698,-4.984186795,-0.290174776,-9.503702305,-4.017043356,-13.35084546,5.597586256,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-5,0.110323086,0.26074205,1554.858649,1728.820516,2983.100355,0.059915629,-163.5334001,124.1650173,-36.6344629,28.60981325,-5.505049082,6.115756119,-2.461907321,0.812827646,-7.79576795,-1.959896457,-14.61219383,-7.633905098,-13.07585181,-2.111850123,-7.821923831,-1.68054291,-12.77337666,-5.17383354,-14.22474062,1.013584915,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-6,0.101866491,0.255738008,1729.803743,1802.848246,3310.099504,0.067445497,-157.80531,115.9853426,-40.12537794,28.81298488,-8.619836478,7.280070147,-1.87220284,5.258175995,-7.37954429,0.040205847,-15.00407601,-4.118680596,-11.52805388,-1.783959561,-7.616861773,-4.401362231,-13.25265607,-2.67819446,-13.53591611,5.668871416,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-7,0.090843022,0.282748067,1729.546561,1818.700482,3295.647039,0.06932604,-163.9519067,118.6694857,-37.67069465,28.68139022,-7.673204888,8.958671688,0.983902475,5.841506104,-5.798867632,-1.56483698,-12.36708034,-4.827977198,-10.79805186,-0.034055647,-6.08619382,-2.213860572,-13.18305413,-4.478914802,-13.89620699,2.865759592,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-8,0.085384928,0.282309799,1637.635291,1752.234223,3099.69004,0.064757751,-184.4167009,121.9440935,-40.74626688,26.50108051,-3.775605641,6.354683344,-2.156727299,4.133074624,-5.85886473,-0.126746077,-13.33769773,-6.470052007,-11.35630501,-1.659501325,-7.273343055,-4.864095618,-12.71089348,-3.082974443,-12.38514391,2.925251707,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-9,0.100382708,0.276366993,1696.153891,1828.046754,3260.000858,0.064868824,-163.776563,117.5021935,-34.57591424,26.94946096,-9.920552631,4.431392784,1.49619294,3.434033044,-6.660191714,-1.16858936,-14.67220348,-4.186404647,-12.05520052,-2.377591163,-11.05312639,-3.236993027,-12.41933723,-1.023635653,-9.075022473,9.283314806,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-10,0.110492185,0.260007186,1715.572967,1808.652768,3284.54095,0.069032411,-147.2888823,117.0093441,-37.86694477,27.50697669,-10.94220658,6.25446289,0.318638184,4.538709559,-6.220104475,0.958906116,-13.59967333,-4.815354634,-12.50148945,-1.442357287,-8.941547442,-3.089880541,-13.36834593,-3.031058754,-10.76858874,7.579928741,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-11,0.10280332,0.247751645,1805.55862,1804.628761,3367.982112,0.074830201,-156.7399311,110.3051646,-45.32363804,24.85684927,-12.17510736,2.951179486,-2.732198439,3.011732643,-7.038165026,-2.644367484,-14.32683017,-3.509154763,-11.88405784,-0.803815811,-9.329230934,-3.514922128,-10.5801015,0.73545204,-8.655481179,9.102203342,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-12,0.128016174,0.266340906,1657.211218,1775.00454,3151.607369,0.06854303,-140.8422311,119.1139941,-38.0086609,25.86315015,-8.97322688,3.158798392,-4.548513626,-0.232478622,-9.86854039,-3.798678667,-16.49251647,-7.704945646,-13.43888554,-0.987286196,-9.087553876,-0.98801395,-10.72086824,-1.900374839,-10.54939692,4.84661267,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-13,0.132973716,0.241073541,1630.698229,1788.68865,3144.914617,0.06587178,-130.572991,121.0660353,-36.75937926,26.63491961,-8.834207919,3.4161332,-2.605449676,4.540917263,-9.160583874,0.028010485,-17.50702061,-6.315236725,-15.77560936,-2.156533501,-4.409532963,1.049209984,-10.82726082,-4.945604776,-15.72672282,2.528050822,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-14,0.099482052,0.246140507,1512.542799,1704.469694,2925.581484,0.060120179,-174.3452211,126.1788574,-35.98545878,30.38272032,-4.155738469,7.531048921,-0.277592991,4.004908442,-4.981232915,0.526841022,-13.07881622,-2.819707312,-12.17016712,-2.910907838,-7.976862924,-4.140365972,-10.29010715,-4.12733448,-12.07715727,1.914536165,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-15,0.104810849,0.227876251,1715.346647,1699.936461,3154.371767,0.089294983,-170.0440488,116.2938032,-43.62254142,26.25774392,-4.246249871,7.982850364,-2.772617577,2.976873523,-2.70365155,0.936269954,-15.65306645,-7.895637659,-9.974963091,3.578315974,-1.103116594,1.760771253,-9.193046559,-1.34834365,-9.591125639,5.155103109,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-16,0.083893485,0.294053025,1730.775469,1742.634363,3182.694719,0.084904851,-183.7712024,115.0907441,-42.7422264,24.67201014,-2.531369178,11.35361393,-0.753138349,4.367589606,-5.964549575,1.517065731,-11.76793348,-4.301397148,-9.453321824,5.801633422,6.198598608,9.728534432,-5.799008353,-3.28723391,-15.52470933,-0.42969259,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-17,0.088772163,0.272054839,1582.634274,1685.318514,2980.044968,0.067940377,-184.3592135,124.208162,-43.46200739,25.79326243,-6.464335793,5.994445277,-2.505136256,2.147819854,-4.983511188,2.603313263,-11.81609614,-6.743886119,-11.03742456,-1.047089179,-0.293141027,3.288548896,-4.71747542,3.976230585,-7.451918234,3.058072496,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-18,0.114902213,0.316578142,1826.672827,1956.601059,3555.136686,0.080195796,-118.4421061,106.0015127,-38.32015344,23.1629003,-9.29694141,7.964335122,0.065107707,9.115149986,-12.11149175,-0.605855562,-14.98340851,-2.258247292,-12.00594895,0.555341769,-10.42025452,-2.321962976,-9.855039252,-5.55139991,-15.15309563,-2.434510199,madyamavati
Kadri Gopalnath - Bhagyada Lakshmi Baramma.mp3-19,0.043460894,0.492499084,2335.706587,2455.703509,5002.711116,0.098211615,-311.1454163,79.8094717,-18.40405649,10.58847493,0.879285438,6.232079152,-6.481321486,1.255083935,-3.304775954,-0.463248183,-3.93706535,1.101446827,-2.426714492,0.841019442,-3.646666394,-0.222055673,-4.229430757,0.353179041,-3.793188105,-0.009025072,madyamavati
